자료분류,파일명,파일명_id,첨부파일경로,기사제목,기사/파일경로,"첨부
파일",Key Words,Key takeaways,Viewpoint,페이스북Group,작성일자,작성자명
Daily News Briefing,Daily_News_Briefing_180223,20180223001,DNB.ZIP,"카메라렌탈계의 에어비엔비 KitSplit, $2.1m 유치",https://techcrunch.com/2018/02/21/kitsplit-seed-funding/,-,"#KitSplit, #컨텐츠장비렌탈","컨텐츠 제작 장비를 P2P 방식으로 방식으로 렌탈해주는 스타트업 KitSplit이 210만 달러를 유치해 주목 받고 있음. 일반 전통적인 렌탈업계에 비해 30~50% 적은 비용으로 대여를 해주고 있으며, 장비를 빌려주는 owner의 입장에서는 미사용시 장비대여로 수익을 창출하는 구조를 지니고 있음.","KitSplit은 'one-stop shop for content creators'가 되는 지향점을 지니고 있음. 컨텐츠의 영향력이 중요해지고 컨텐츠 크리에이터가 증가하며 컨텐츠를 제작하는 장비가 다양해지는 만큼 KitSplit은 장비렌탈계에서 에어비엔비 이상의 가치를 지니게 될 것이라 생각됨.
강남 드림플러스 미디어센터의 기존의 장비 외의, 드론/VR기어와 같은 최신식 장비의 지속적인 수급을 통해, 컨텐츠 크리에이터에게 Dreamplus 브랜드 서비스의 로열티를 제고하는 방향도 고려 가능할 것으로 보임.",DNB room,20180223,
Daily News Briefing,Daily_News_Briefing_180222,20180222001,DNB.ZIP,"케이뱅크, 카이스트와 손잡고 'AI 챗봇' 개발 나선다",http://news.inews24.com/php/news_view.php?g_serial=1078680&menu=022400,-,"#케이뱅크 #카이스트, #데일리인텔리전스, #AI음성상담, #콜봇","케이뱅크가 카이스트, 데일리인텔리전스와 함께 AI 음성상담 콜봇 개발을 위한 연구개발에 착수할 예정임. 우선적으로 현재 고객상담에 적용 중인 챗봇 기술을 강화하고, 이를 바탕으로 실시간 음성 상담을 제공하는 콜봇을 개발하고자 함.","대면 채널의 비중이 줄어들수록 비대면에서의 상담 능력이 서비스 만족도를 결정하는 경우가 많아질 것으로 보임. 대면 채널이 없는 인터넷전문은행 케이뱅크 역시 텍스트, 음성을 모두 아우르는 상담 채널을 구축하기 위해 연구 개발에 착수한 것으로 보임.
상당수의 은행과 카드사들이 챗봇을 개발하여 상담 서비스를 제공하고 있음. 효보험, 버킷보험 등 젊은 세대를 타겟으로 하는 상품을 출시하고 있는 만큼 보험사 역시 디지털 세대에 적합한 챗봇 시스템을 갖춰야 할 것으로 보임.",DNB room,20180222,
Daily News Briefing,Daily_News_Briefing_180222,20180222001,DNB.ZIP,"작품인 동시에 그 자체가 암호화폐, 크립토 아트 프로젝트",http://www.bloter.net/archives/302576,-,"#케빈아보쉬, #프로토콜인기프토, #이더리움, #포에버로즈",사진작가 케빈 아보쉬가 이더리움 기반 가상선물 프로토콜인 기프토와 협업함. 자신이 촬영한 장미 사진의 디지털 원본을 이더리움과 결합해 '포에버 로즈' 작품을 크립토 아트 프로젝트로 내놓음. 이 작품은 10명의 공동 구매자에게 100만달러에 매각됨 .,"블록체인과 예술의 결합은 암호화 기술로 디지털 예술 작품 원본의 가치를 높일 수 있어 위작 논란에서 자유로울 수 있음. 또한, 여러 명이 토큰 분할을 통해 디지털 작품의 원본을 공동구매하는 방식은 예술 작품 거래에서 새로운 가능성이 될 것으로 보임.
블록체인 기술의 활용 범위가 점차 넓어지고 있음. 금융 뿐만 아니라 다양한 관점에서 새로운 시너지를 낼 수 있는 스타트업과의 협업을 적극적으로 고려할 필요가 있음.",DNB room,20180222,
Daily News Briefing,Daily_News_Briefing_180222,20180222001,DNB.ZIP,삼성-中 텐센트 손잡는다,http://www.sedaily.com/NewsView/1RVSI8BDH3/GA0501,-,"#삼성전자, #텐센트, #스마트홈","삼성전자와 텐센트가 스마트홈 시장 점령을 목적으로 협력을 하게됨. 삼성전자와 텐센트의 협력은 스마트홈 시장에서 후발주자라는 공동 인식 아래 출발했으며, 텐센트가 삼성전자와 협력하는 것은 중국 내 라이벌인 바이두·알리바바에 비해 인공지능 기술이 다소 부족한 평가를 받기 때문으로 풀이됨.","텐센트는 인공지능 소프트웨어를 꾸준히 개발했지만 아직 하드웨어 제조는 전무한 상황이기에, 인공지능 소프트웨어와 기기 제조에 강점이 있는 삼성전자와의 협력도 이 같은 필요성에서 추진됐다고 함. 한편, 텐센트는 현재 미국 내 5개 인공지능 기업에 투자하고 있음.
세계 각국에서 스마트홈 시장 진출 및 M/S 점령을 위해 국경을 넘은 협력이 계속 되고 있음. 당사도, 기존/신규 고객 유지 및 확보 전략의 일환으로, 스마트홈 서비스를 제공하는 전략을 검토가능하다고 생각됨. 이를 위해, 더욱 적극적인 AI 기술에 대한 투자와 해외 기업과의 협업 가능성을 검토해볼 필요가 있음.",DNB room,20180222,
Daily News Briefing,Daily_News_Briefing_180222,20180222001,DNB.ZIP,내 계좌 한눈에' 모바일 서비스 실시,http://www.fnnews.com/news/201802211740050105,-,"#내계좌한눈에, #금융감독원","금융감독원은 22일부터 자신의 금융 계좌 정보를 한 번에 조회할 수 있는 ‘내 계좌 한눈에’ 모바일 서비스를 실시하기로 함. 소비자는 해당 앱을 통해 은행과 보험, 상호금융의 대출 및 카드발급정보를 확인할 수 있음. 올해 8월에는 저축은행과 증권회사, 휴면계좌 등 서비스 조회대상을 전 금융권으로 확대할 예정이라 함.","소비자들은 금융기관별 사이트나 사이트나 앱 방문 없이 하나의 모바일 앱으로 금융회사별, 기간별, 상품유형별 정보를 확인할 수 있기 때문에 편의성이나 만족도가 크게 증가할 것으로 보임.
기존에는 재테크, 재무설계 서비스를 제공함에 있어 고객의 금융자산을 파악하는 것이 쉽지 않았음. 고객의 라이프사이클에 맞는 보다 섬세한 저축보험, 보장성보험 등의 재무설계서비스를 제공하기 위해 해당 앱을 연계 또는 활용하는 방안을 고려해볼 수 있음.",DNB room,20180222,
Daily News Briefing,Daily_News_Briefing_180222,20180222001,DNB.ZIP,사진 한 컷 2000만원 인스타그램의 마법,http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=308&aid=0000022554&lfrom=facebook,-,"#인스타그램, #인풀루언서, #광고포스팅","인스타그램 인풀루언서들이 사진을 한 장 게시할 때 마다 수천만원을 받는다고 함. 광고 포스팅에 반감을 보이던 보이던 페이스북, 트위터 유저들과 달리 인스타그램 유저들은 그들의 취향과 관심사를 모방하려는 경향이 강하기 때문임. 또한 팔로어 수가 많을수록 포스팅에 반응하는 비율이 감소함에 따라 상대적으로 팔로어가 적은 마이크로 인풀루언서들도 주목받고 있음.","중국의 왕훙 마케팅, 전체 마케팅 예산의 20% 이상을 인풀루언서에 집행하는 동남아 시장에 이어 미국도 인스타그램 인풀루언서들이 하나의 산업을 형성하기 시작함. 다양한 매체의 등장으로 광고 지출 이상의 매출 상승효과를 기대하기 어려운 상황에서 인풀루언서들의 평균 투자 대비 수익이 6.5배에 달하기 때문임.
당사도 인풀루언서를 활용한 타겟별 마케팅 전략을 생각해볼 수 있음. 브랜드나 제품별에 따른 팔로어 반응량, 태그 등을 심층 분석해 국내뿐
아니라 해외에서도 연령별, 성별, 국가별 맞춤형 마케팅을 행할 수 있을것이라 생각됨.",DNB room,20180222,
Daily News Briefing,Daily_News_Briefing_180221,20180221001,DNB.ZIP,中 알리바바 vs 텐센트 ‘소매 전면전’ ...M&A에 100억 달러 투입,http://www.yonhapnews.co.kr/bulletin/2018/02/20/0200000000AKR20180220058700009.HTML,-,"#알리바바, #텐센트, #소매업업체인수","알리바바와 텐센트가 소매업 분야의 유력 업체들을 속속 인수하면서 투자한 금액이 100억 달러를 초과함. 인수 대상은 주로 모바일결제와 물류, 소셜 미디어, 빅데이터 관련 기업들에 집중되어 있으며, 온라인 유통뿐만 아니라 오프라인 유통의 기반 확대하려는 것으로 보임.","알리바바와 덴센트가 경쟁적으로 세를 불리고 있어 어느 한 편에도 가담하지 않은 소매 업체들의 비중은 갈수록 드물어지고 있음. 특히 13조 달러 규모의 모바일결제 시장에서의 경쟁이 치열함. 이렇게 소매업 분야에서 경쟁이 치열한 이유는 물류망, 소비자 정보 등의 확보와 중국 소매시장에서 85% 를 차지하는 오프라인 시장에 본격적 진출을 위한 것으로 판단됨.
당사도 사업 역량 강화를 강화를 위한 선택적 M&A를 고민해볼 필요가 있음. 또한 중국의 자국 내 소매시장 부문에서의 움직임과 해외 소매업 부문에 대한 전략에 대해 지속적인 팔로우업 및 필요에 따른 벤치마킹을 검토해볼 필요가 있음.",DNB room,20180221,
Daily News Briefing,Daily_News_Briefing_180221,20180221001,DNB.ZIP,치아보험 시장 경쟁 본격화,http://news.mt.co.kr/mtview.php?no=2018022013414601831,-,"#삼성생명, #치아보험, #한화생명, #IFRS17","삼성생명이 다음달 치아보험 시장에 진출하면서 중소형사의 대표 상품이었던 치아보험 시장의 경쟁이 본격화 될 것으로 보임. 손보사 빅 4(삼성화재, 현대해상, DB 손해보험, KB 손해보험)외에 생보사는 한화생명이 진출한 상황임. 각 사별로 IFRS17 도입에 따른 보장성 상품 판매 전략이 추진되면서 틈새시장으로 부상한 점과, 손해율이 기존에 비해 낮아진 것이 치아보험 시장 활성화의 배경으로 보임.","보장성 보험상품 라인업을 확대하는 측면에서 치아보험이 부각되고 있으며, 생보사 간의 경쟁도 치열해질 것으로 예상되어 이에 대한 모니터링이 필요할 것으로 생각함.
당사에서 판매 중이 치아보장 보험 (스마일 얼굴보장보험)을 온라인 채널에 맞춰 재정비 후 판매하는 방향성을 검토할 수 있을 것으로 생각함. 보장이 직관적이고 고객 니즈가 꾸준히 있을것으로 판단되나, 손해율 부분의 리스크를 점검해야 할 것으로 보임.",DNB room,20180221,
Daily News Briefing,Daily_News_Briefing_180221,20180221001,DNB.ZIP,"""대세는 스마트 스피커"" …아마존‧구글 이어, 페이스북도 선보인다",http://www.kinews.net/news/articleView.html?idxno=116552,-,"#페이스북, #스마트스피커, #알로하, #피오나","페이스북은 '알로하(Aloha)', '피오나(Fiona)' 라는 코드명을 단 스마트 스피커를 개발하고 있음. 두 모델 모두 15인치 노트북 크기의 터치스크린이 있으며 알로하의 경우 얼굴 인식으로 페이스북을 로그인할 수 있어 소셜미디어 기능을 강화할 것으로 보임.","IT 기업들이 줄줄이 스마트 스피커를 선보이고 있음. 최근에는 차별화와 다양한 기능을 위해 디스플레이가 탑재된 모델들을 선보이고 있음. 아마존 역시 디스플레이가 탑재된 에코쇼를 통해 문자, 쇼핑, 스마트홈 기기 연동을 가능하게 했음.
차별화를 위한 다양한 스마트 스피커가 출시될 예정임. 당사 역시 보험 콘텐츠, 서비스 및 기타 서비스를 콘텐츠로서 스마트 스피커에 담을 여러 방안에 대한 고민이 필요함.",DNB room,20180221,
Daily News Briefing,Daily_News_Briefing_180221,20180221001,DNB.ZIP,"인공지능간 해킹? 안면인식 AI, 다른 AI가 속이는데 성공",http://www.yonhapnews.co.kr/bulletin/2018/02/20/0200000000AKR20180220060000009.HTML?input=1195m,-,"#AI안면인식, #인공지능해킹 ","특정인의 얼굴을 인식하는 AI 기술의 활용분야가 넓어지고 있는 가운데 일본 연구팀이 다른 AI를 이용해 얼굴인식 AI가 진짜로 인식하는 데이터를 재현하는데 성공함. 연구팀의 사쿠마 교수는, 지금까지의 AI 개발에서는 학습한 데이터를 제3자가 볼 수 있다는 사실은 고려하지 않았다고 않았다고 지적하며, 데이터에는 기업의 비공개 정보와 개인의 안면 등도 들어 있기 때문에 정보가 누설될 위험에 대비가 필요하다고 강조함.","제3자가 본인으로 가장해 안면인증을 돌파하면 해당 기기를 자유자재로 조작할 수 있어 보안상 중대한 문제가 초래될 우려가 있음. 일본 연구팀의 이번 실험은 여러가지 다양한 조건에서 이뤄졌기 때문에 당장 악용될 위험은 크지 않지만 만일의 경우에 대비해 대책을 마련할 필요가 있다고 함.
안면인식 등의 생체인증 방식이 고객의 편의성을 높히고 있지만, 아직 보안의 문제가 완전히 해결 되지 않은 것으로 보임. 특히, 당사는 고객의 예민한 정보를 대량으로 취급하는 만큼, 고객정보 보호를 위해 생체인증의 보안성 문제를 엄밀하게 검토함과 동시에 보안을 강화할 수 있는 기술 모색이 필요하다고 판단됨.",DNB room,20180221,
Daily News Briefing,Daily_News_Briefing_180221,20180221001,DNB.ZIP,"바이오메트릭(Biometric)카드, 애플·구글에 도전장",http://www.etnews.com/20180220000282?SNS=00002,-,"#바이오메트릭카드, #세계결제단말기수용","서명이나 비밀번호 없이 생체 기술로 결제가 가능한 바이오메트릭 신용카드가 등장함. 별도의 서명이나 앱 설치 없이 카드에 내장된 지문 정보와 카드 센서에 읽히는 지문 정보가 일치하면 결제가 이루어지는 방식임. 또한, 마그네틱 결제, 비접촉식 근거리무선통신(NFC), IC 결제 모두 호환가능하기 때문에 세계 결제 단말기 100%를 수용할 수 있어 보안성과 범용성 면에서 모바일 결제 보다 우수함.","바이오메트릭 카드는 세계 결제 프로세스 표준을 쥐고 있는 EMV 진영이 주도적으로 사업을 추진하고 있으며, 최근 국내 카드사와의 연동 작업도 본격화됨. 여전히 카드를 소유해야하는 불편함이 있지만 보안성과 범용성으로 신용카드에 익숙한 세대를 다시 한번 공략할 수 있을지 지켜볼 필요가 있음.
당사는 바이오메트릭 카드 상용화에 따른 결제시장 변화에 대해 지속적인 팔로우업이 필요함. 또한 당사는 다양한 방법을 통해 결제 방식을 지원할 수 있는 방안에 대해 검토해볼 필요가 있음.",DNB room,20180221,
